Production_ID,Date,Shift,Machine_ID,Operator_ID,Production_Line,Planned_Time_mins,Downtime_Minutes,Operating_Time_mins,Total_Pieces,Defective_Pieces,Ideal_Cycle_Time_mins_per_piece,Failure_Flag,Failure_ID,Air_Temperature_K,Process_Temperature_K,Humidity_Percentage,Energy_Consumption_kWh,Target_Production,Actual_Production,Overtime_Minutes
PROD00633,2024-04-03,Night,M003,OP012,Line 1,480,3,477,707,21,0.6667,0,F000,297.11,307.7,43.2,41.93,648,707,0
PROD00634,2024-04-06,Morning,M003,OP005,Line 1,480,7,473,698,13,0.6667,0,F000,298.54,310.28,39.9,28.22,648,698,0
PROD00635,2024-04-06,Afternoon,M003,OP019,Line 1,480,15,465,590,11,0.6667,0,F000,303.7,315.25,60.9,33.13,648,590,19
PROD00636,2024-04-06,Night,M003,OP002,Line 1,480,12,468,661,19,0.6667,0,F000,299.3,313.76,48.5,29.66,648,661,0
PROD00637,2024-04-11,Morning,M003,OP019,Line 1,480,8,472,616,12,0.6667,0,F000,295.31,306.43,38.7,28.74,648,616,10
PROD00638,2024-04-11,Afternoon,M003,OP003,Line 1,480,11,469,668,13,0.6667,0,F000,303.33,312.7,38.3,44.14,648,668,0
PROD00639,2024-04-11,Night,M003,OP014,Line 1,480,6,474,641,19,0.6667,0,F000,297.14,305.53,61.7,35.6,648,641,2
PROD00640,2024-04-13,Morning,M003,OP015,Line 1,480,6,474,616,12,0.6667,0,F000,297.83,308.29,74.1,44.97,648,616,10
PROD00641,2024-04-13,Afternoon,M003,OP020,Line 1,480,6,474,635,12,0.6667,0,F000,302.5,316.78,64.1,35.94,648,635,4
PROD00642,2024-04-13,Night,M003,OP001,Line 1,480,117,363,537,76,0.6667,1,F002,304.15,314.5,72.3,31.6,648,537,37
PROD00643,2024-04-16,Morning,M003,OP018,Line 1,480,14,466,621,12,0.6667,0,F000,295.57,308.86,40.5,30.97,648,621,9
PROD00644,2024-04-16,Afternoon,M003,OP001,Line 1,480,12,468,610,12,0.6667,0,F000,298.38,310.48,54.8,41.86,648,610,12
PROD00645,2024-04-16,Night,M003,OP004,Line 1,480,82,398,573,78,0.6667,1,F003,296.4,307.32,54.7,35.54,648,573,25
PROD00646,2024-04-18,Morning,M003,OP009,Line 1,480,7,473,698,13,0.6667,0,F000,294.78,306.97,49.5,37.16,648,698,0
PROD00647,2024-04-18,Afternoon,M003,OP011,Line 1,480,7,473,665,13,0.6667,0,F000,302.63,314.66,68.8,30.86,648,665,0
PROD00648,2024-04-18,Night,M003,OP002,Line 1,480,10,470,620,18,0.6667,0,F000,302.45,310.82,49.4,40.07,648,620,9
PROD00649,2024-04-27,Morning,M003,OP011,Line 1,480,8,472,692,13,0.6667,0,F000,294.9,304.18,38.8,42.45,648,692,0
PROD00650,2024-04-27,Afternoon,M003,OP005,Line 1,480,10,470,613,12,0.6667,0,F000,299.55,312.35,62.5,29.44,648,613,11
PROD00651,2024-04-27,Night,M003,OP018,Line 1,480,29,451,643,83,0.6667,1,F005,301.57,311.1,55.1,42.45,648,643,1
PROD00652,2024-04-30,Morning,M003,OP015,Line 1,480,12,468,637,12,0.6667,0,F000,299.15,310.87,57.0,42.16,648,637,3
PROD00653,2024-04-30,Afternoon,M003,OP017,Line 1,480,3,477,602,12,0.6667,0,F000,302.76,315.6,40.6,36.67,648,602,15
PROD00654,2024-04-30,Night,M003,OP005,Line 1,480,5,475,669,20,0.6667,0,F000,300.3,308.5,67.6,32.2,648,669,0
PROD00655,2024-05-02,Morning,M003,OP014,Line 1,480,5,475,609,12,0.6667,0,F000,303.13,316.47,39.5,28.15,648,609,13
PROD00656,2024-05-02,Afternoon,M003,OP001,Line 1,480,73,407,568,85,0.6667,1,F001,299.63,310.91,71.3,25.34,648,568,26
PROD00657,2024-05-02,Night,M003,OP009,Line 1,480,11,469,686,20,0.6667,0,F000,301.79,311.08,49.1,29.33,648,686,0
PROD00658,2024-05-13,Morning,M003,OP004,Line 1,480,6,474,601,12,0.6667,0,F000,306.2,317.7,64.1,32.52,648,601,15
PROD00659,2024-05-13,Afternoon,M003,OP007,Line 1,480,11,469,639,12,0.6667,0,F000,298.35,307.55,65.2,27.63,648,639,3
PROD00660,2024-05-13,Night,M003,OP012,Line 1,480,13,467,630,18,0.6667,0,F000,292.43,305.32,42.4,40.47,648,630,6
PROD00661,2024-05-15,Morning,M003,OP012,Line 1,480,6,474,644,12,0.6667,0,F000,295.75,305.95,53.6,38.0,648,644,1
PROD00662,2024-05-15,Afternoon,M003,OP010,Line 1,480,8,472,584,11,0.6667,0,F000,302.79,313.09,39.6,33.23,648,584,21
PROD00663,2024-05-15,Night,M003,OP012,Line 1,480,13,467,600,18,0.6667,0,F000,292.74,303.74,69.3,44.88,648,600,16
PROD00664,2024-05-17,Morning,M003,OP005,Line 1,480,19,461,624,12,0.6667,0,F000,304.78,313.52,52.5,39.72,648,624,8
PROD00665,2024-05-17,Afternoon,M003,OP013,Line 1,480,10,470,694,13,0.6667,0,F000,299.66,308.84,49.5,31.42,648,694,0
PROD00666,2024-05-17,Night,M003,OP013,Line 1,480,55,425,552,91,0.6667,1,F004,293.67,305.74,45.9,39.64,648,552,32
PROD00667,2024-05-21,Morning,M003,OP008,Line 1,480,10,470,690,13,0.6667,0,F000,303.58,312.61,53.2,29.95,648,690,0
PROD00668,2024-05-21,Afternoon,M003,OP013,Line 1,480,3,477,598,11,0.6667,0,F000,299.72,308.09,37.7,41.36,648,598,16
PROD00669,2024-05-21,Night,M003,OP010,Line 1,480,5,475,620,18,0.6667,0,F000,296.38,309.01,55.8,37.52,648,620,9
PROD00670,2024-05-22,Morning,M003,OP002,Line 1,480,7,473,612,12,0.6667,0,F000,296.46,306.87,69.4,38.5,648,612,12
PROD00671,2024-05-22,Afternoon,M003,OP010,Line 1,480,14,466,586,11,0.6667,0,F000,294.41,305.51,36.4,30.84,648,586,20
PROD00672,2024-05-22,Night,M003,OP016,Line 1,480,4,476,636,19,0.6667,0,F000,301.81,312.0,50.6,42.98,648,636,4
PROD00673,2024-05-24,Morning,M003,OP020,Line 1,480,10,470,645,12,0.6667,0,F000,294.18,305.73,50.7,37.3,648,645,1
PROD00674,2024-05-24,Afternoon,M003,OP019,Line 1,480,11,469,610,12,0.6667,0,F000,300.89,309.32,58.6,30.0,648,610,12
PROD00675,2024-05-24,Night,M003,OP003,Line 1,480,50,430,538,65,0.6667,1,F006,298.26,310.89,44.9,37.46,648,538,36
PROD00676,2024-05-25,Morning,M003,OP017,Line 1,480,3,477,606,12,0.6667,0,F000,302.18,313.95,36.5,40.94,648,606,14
PROD00677,2024-05-25,Afternoon,M003,OP004,Line 1,480,5,475,668,13,0.6667,0,F000,292.55,303.19,50.6,39.13,648,668,0
PROD00678,2024-05-25,Night,M003,OP014,Line 1,480,4,476,644,19,0.6667,0,F000,295.41,309.09,61.7,31.12,648,644,1
PROD00679,2024-05-31,Morning,M003,OP008,Line 1,480,9,471,695,13,0.6667,0,F000,305.2,314.7,45.6,33.45,648,695,0
PROD00680,2024-05-31,Afternoon,M003,OP017,Line 1,480,16,464,654,13,0.6667,0,F000,302.67,314.72,58.7,32.59,648,654,0
PROD00681,2024-05-31,Night,M003,OP013,Line 1,480,4,476,681,20,0.6667,0,F000,298.53,312.16,52.3,38.52,648,681,0
PROD00682,2024-06-03,Morning,M003,OP006,Line 1,480,7,473,662,13,0.6667,0,F000,297.93,309.76,70.2,40.07,648,662,0
PROD00683,2024-06-03,Afternoon,M003,OP014,Line 1,480,4,476,701,14,0.6667,0,F000,299.84,314.4,56.3,40.02,648,701,0
PROD00684,2024-06-03,Night,M003,OP010,Line 1,480,10,470,584,17,0.6667,0,F000,296.64,306.04,53.5,32.29,648,584,21
PROD00685,2024-06-10,Morning,M003,OP020,Line 1,480,6,474,686,13,0.6667,0,F000,303.61,317.53,45.7,33.38,648,686,0
PROD00686,2024-06-10,Afternoon,M003,OP014,Line 1,480,4,476,602,12,0.6667,0,F000,297.75,305.94,66.9,33.98,648,602,15
PROD00687,2024-06-10,Night,M003,OP002,Line 1,480,14,466,596,17,0.6667,0,F000,299.9,313.43,46.1,38.1,648,596,17
PROD00688,2024-06-12,Morning,M003,OP014,Line 1,480,7,473,583,11,0.6667,0,F000,300.72,314.74,38.4,39.58,648,583,21
PROD00689,2024-06-12,Afternoon,M003,OP004,Line 1,480,10,470,683,13,0.6667,0,F000,295.42,309.32,44.4,38.74,648,683,0
PROD00690,2024-06-12,Night,M003,OP004,Line 1,480,12,468,687,20,0.6667,0,F000,303.46,317.98,45.1,44.68,648,687,0
PROD00691,2024-06-14,Morning,M003,OP007,Line 1,480,5,475,684,13,0.6667,0,F000,299.56,312.77,72.4,32.07,648,684,0
PROD00692,2024-06-14,Afternoon,M003,OP011,Line 1,480,7,473,612,12,0.6667,0,F000,294.59,306.72,54.6,35.11,648,612,12
PROD00693,2024-06-14,Night,M003,OP020,Line 1,480,7,473,611,18,0.6667,0,F000,299.09,308.1,54.0,34.92,648,611,12
PROD00694,2024-06-18,Morning,M003,OP012,Line 1,480,59,421,618,100,0.6667,1,F006,305.17,318.69,44.6,34.96,648,618,10
PROD00695,2024-06-18,Afternoon,M003,OP010,Line 1,480,10,470,641,12,0.6667,0,F000,300.28,308.34,73.4,45.77,648,641,2
PROD00696,2024-06-18,Night,M003,OP002,Line 1,480,117,363,525,52,0.6667,1,F002,303.23,314.3,47.7,35.31,648,525,41
PROD00697,2024-06-20,Morning,M003,OP004,Line 1,480,2,478,681,13,0.6667,0,F000,295.1,309.59,48.3,36.33,648,681,0
PROD00698,2024-06-20,Afternoon,M003,OP015,Line 1,480,10,470,637,12,0.6667,0,F000,300.26,310.72,59.1,43.52,648,637,3
PROD00699,2024-06-20,Night,M003,OP019,Line 1,480,11,469,653,19,0.6667,0,F000,301.31,313.8,35.1,31.4,648,653,0
PROD00700,2024-06-28,Morning,M003,OP011,Line 1,480,113,367,517,88,0.6667,1,F002,302.97,315.51,40.2,31.97,648,517,43
PROD00701,2024-06-28,Afternoon,M003,OP013,Line 1,480,13,467,589,11,0.6667,0,F000,301.86,312.15,46.3,29.05,648,589,19
PROD00702,2024-06-28,Night,M003,OP008,Line 1,480,15,465,676,20,0.6667,0,F000,303.57,313.14,72.9,45.25,648,676,0
PROD00703,2024-07-03,Morning,M003,OP012,Line 1,480,17,463,592,11,0.6667,0,F000,299.45,310.26,52.2,32.19,648,592,18
PROD00704,2024-07-03,Afternoon,M003,OP016,Line 1,480,8,472,581,11,0.6667,0,F000,298.26,309.94,65.9,45.93,648,581,22
PROD00705,2024-07-03,Night,M003,OP010,Line 1,480,46,434,637,113,0.6667,1,F006,299.49,310.16,52.3,29.55,648,637,3
PROD00706,2024-07-04,Morning,M003,OP015,Line 1,480,4,476,606,12,0.6667,0,F000,304.94,318.49,36.2,47.17,648,606,14
PROD00707,2024-07-04,Afternoon,M003,OP013,Line 1,480,6,474,664,13,0.6667,0,F000,299.58,308.51,47.9,41.44,648,664,0
PROD00708,2024-07-04,Night,M003,OP012,Line 1,480,11,469,607,18,0.6667,0,F000,300.11,308.78,37.4,33.98,648,607,13
PROD00709,2024-07-09,Morning,M003,OP013,Line 1,480,15,465,686,13,0.6667,0,F000,295.94,304.26,45.1,39.31,648,686,0
PROD00710,2024-07-09,Afternoon,M003,OP011,Line 1,480,3,477,694,13,0.6667,0,F000,297.12,305.41,42.2,31.24,648,694,0
PROD00711,2024-07-09,Night,M003,OP009,Line 1,480,3,477,624,18,0.6667,0,F000,298.37,307.19,36.8,30.42,648,624,8
PROD00712,2024-07-12,Morning,M003,OP011,Line 1,480,15,465,605,12,0.6667,0,F000,299.68,313.82,59.5,42.05,648,605,14
PROD00713,2024-07-12,Afternoon,M003,OP007,Line 1,480,4,476,673,13,0.6667,0,F000,292.67,304.56,71.9,40.45,648,673,0
PROD00714,2024-07-12,Night,M003,OP015,Line 1,480,109,371,500,49,0.6667,1,F002,300.4,311.67,39.6,37.02,648,500,49
PROD00715,2024-07-16,Morning,M003,OP006,Line 1,480,10,470,635,12,0.6667,0,F000,294.2,308.27,39.9,29.43,648,635,4
PROD00716,2024-07-16,Afternoon,M003,OP001,Line 1,480,11,469,674,13,0.6667,0,F000,300.26,312.2,61.5,31.73,648,674,0
PROD00717,2024-07-16,Night,M003,OP004,Line 1,480,8,472,629,18,0.6667,0,F000,304.54,317.28,70.5,28.17,648,629,6
PROD00718,2024-07-17,Morning,M003,OP016,Line 1,480,8,472,694,13,0.6667,0,F000,302.38,316.24,41.2,29.27,648,694,0
PROD00719,2024-07-17,Afternoon,M003,OP019,Line 1,480,16,464,640,12,0.6667,0,F000,307.93,320.52,73.0,33.62,648,640,2
PROD00720,2024-07-17,Night,M003,OP009,Line 1,480,115,365,474,83,0.6667,1,F001,300.29,313.5,56.9,31.53,648,474,58
PROD00721,2024-07-20,Morning,M003,OP005,Line 1,480,16,464,672,13,0.6667,0,F000,304.97,314.11,66.2,32.85,648,672,0
PROD00722,2024-07-20,Afternoon,M003,OP004,Line 1,480,7,473,633,12,0.6667,0,F000,303.12,316.76,47.4,41.16,648,633,5
PROD00723,2024-07-20,Night,M003,OP020,Line 1,480,7,473,640,19,0.6667,0,F000,302.57,314.51,51.9,42.63,648,640,2
PROD00724,2024-07-27,Morning,M003,OP005,Line 1,480,9,471,590,11,0.6667,0,F000,297.75,309.34,73.9,40.89,648,590,19
PROD00725,2024-07-27,Afternoon,M003,OP010,Line 1,480,8,472,657,13,0.6667,0,F000,302.91,311.46,67.1,33.6,648,657,0
PROD00726,2024-07-27,Night,M003,OP014,Line 1,480,8,472,615,18,0.6667,0,F000,301.7,310.03,38.1,28.5,648,615,11
PROD00727,2024-07-31,Morning,M003,OP015,Line 1,480,7,473,668,13,0.6667,0,F000,301.08,313.18,65.7,28.03,648,668,0
PROD00728,2024-07-31,Afternoon,M003,OP015,Line 1,480,4,476,632,12,0.6667,0,F000,297.4,305.98,70.1,33.73,648,632,5
PROD00729,2024-07-31,Night,M003,OP009,Line 1,480,7,473,678,20,0.6667,0,F000,296.36,310.03,43.4,29.27,648,678,0
PROD00730,2024-08-05,Morning,M003,OP013,Line 1,480,3,477,651,13,0.6667,0,F000,305.64,313.68,39.7,31.28,648,651,0
PROD00731,2024-08-05,Afternoon,M003,OP013,Line 1,480,16,464,641,12,0.6667,0,F000,295.85,310.67,49.4,40.36,648,641,2
PROD00732,2024-08-05,Night,M003,OP001,Line 1,480,2,478,603,18,0.6667,0,F000,300.35,309.69,67.6,41.77,648,603,15
PROD00733,2024-08-16,Morning,M003,OP016,Line 1,480,9,471,656,13,0.6667,0,F000,296.13,309.66,42.6,33.5,648,656,0
PROD00734,2024-08-16,Afternoon,M003,OP015,Line 1,480,3,477,695,13,0.6667,0,F000,301.65,314.82,52.8,37.49,648,695,0
PROD00735,2024-08-16,Night,M003,OP016,Line 1,480,4,476,653,19,0.6667,0,F000,300.49,308.55,60.2,41.99,648,653,0
PROD00736,2024-08-21,Morning,M003,OP020,Line 1,480,8,472,646,12,0.6667,0,F000,299.16,309.2,54.5,37.22,648,646,0
PROD00737,2024-08-21,Afternoon,M003,OP014,Line 1,480,14,466,675,13,0.6667,0,F000,300.12,308.25,58.1,38.09,648,675,0
PROD00738,2024-08-21,Night,M003,OP007,Line 1,480,3,477,661,19,0.6667,0,F000,301.05,313.57,52.9,36.53,648,661,0
PROD00739,2024-08-22,Morning,M003,OP010,Line 1,480,7,473,642,12,0.6667,0,F000,296.11,310.56,69.1,41.78,648,642,2
PROD00740,2024-08-22,Afternoon,M003,OP006,Line 1,480,6,474,632,12,0.6667,0,F000,297.61,312.2,61.1,34.85,648,632,5
PROD00741,2024-08-22,Night,M003,OP016,Line 1,480,5,475,674,20,0.6667,0,F000,299.21,308.61,59.2,29.77,648,674,0
PROD00742,2024-08-23,Morning,M003,OP017,Line 1,480,4,476,590,11,0.6667,0,F000,298.63,306.76,70.2,34.89,648,590,19
PROD00743,2024-08-23,Afternoon,M003,OP018,Line 1,480,90,390,490,52,0.6667,1,F001,296.8,311.76,66.4,36.81,648,490,52
PROD00744,2024-08-23,Night,M003,OP015,Line 1,480,3,477,670,20,0.6667,0,F000,298.69,310.3,61.8,41.92,648,670,0
PROD00745,2024-08-24,Morning,M003,OP017,Line 1,480,16,464,659,13,0.6667,0,F000,305.17,317.44,69.3,29.27,648,659,0
PROD00746,2024-08-24,Afternoon,M003,OP004,Line 1,480,43,437,559,68,0.6667,1,F006,299.17,312.27,63.3,39.97,648,559,29
PROD00747,2024-08-24,Night,M003,OP017,Line 1,480,60,420,530,96,0.6667,1,F003,297.11,310.49,44.8,39.4,648,530,39
PROD00748,2024-08-31,Morning,M003,OP017,Line 1,480,5,475,670,13,0.6667,0,F000,301.16,312.07,60.2,32.65,648,670,0
PROD00749,2024-08-31,Afternoon,M003,OP001,Line 1,480,4,476,681,13,0.6667,0,F000,297.37,308.58,69.1,43.58,648,681,0
PROD00750,2024-08-31,Night,M003,OP006,Line 1,480,11,469,662,19,0.6667,0,F000,301.59,313.21,37.8,34.11,648,662,0
PROD00751,2024-09-09,Morning,M003,OP017,Line 1,480,6,474,586,11,0.6667,0,F000,301.52,313.54,74.1,47.11,648,586,20
PROD00752,2024-09-09,Afternoon,M003,OP012,Line 1,480,6,474,689,13,0.6667,0,F000,299.2,312.11,69.9,41.97,648,689,0
PROD00753,2024-09-09,Night,M003,OP012,Line 1,480,80,400,553,53,0.6667,1,F003,296.45,310.66,60.0,34.72,648,553,31
PROD00754,2024-09-11,Morning,M003,OP005,Line 1,480,11,469,624,12,0.6667,0,F000,302.45,311.83,47.1,28.22,648,624,8
PROD00755,2024-09-11,Afternoon,M003,OP018,Line 1,480,8,472,605,12,0.6667,0,F000,297.41,307.79,60.4,28.14,648,605,14
PROD00756,2024-09-11,Night,M003,OP012,Line 1,480,4,476,678,20,0.6667,0,F000,299.81,312.9,74.5,29.99,648,678,0
PROD00757,2024-09-13,Morning,M003,OP008,Line 1,480,7,473,596,11,0.6667,0,F000,300.29,311.43,57.9,27.78,648,596,17
PROD00758,2024-09-13,Afternoon,M003,OP012,Line 1,480,18,462,633,12,0.6667,0,F000,292.86,307.12,60.1,37.49,648,633,5
PROD00759,2024-09-13,Night,M003,OP007,Line 1,480,10,470,674,20,0.6667,0,F000,298.52,309.16,64.5,29.62,648,674,0
PROD00760,2024-09-19,Morning,M003,OP005,Line 1,480,6,474,594,11,0.6667,0,F000,299.27,312.25,68.1,29.32,648,594,18
PROD00761,2024-09-19,Afternoon,M003,OP014,Line 1,480,7,473,625,12,0.6667,0,F000,296.06,307.69,50.8,32.89,648,625,7
PROD00762,2024-09-19,Night,M003,OP016,Line 1,480,10,470,690,20,0.6667,0,F000,299.34,312.46,51.7,30.75,648,690,0
PROD00763,2024-09-21,Morning,M003,OP012,Line 1,480,3,477,671,13,0.6667,0,F000,300.98,310.47,53.9,42.72,648,671,0
PROD00764,2024-09-21,Afternoon,M003,OP004,Line 1,480,3,477,689,13,0.6667,0,F000,298.86,307.63,49.8,33.62,648,689,0
PROD00765,2024-09-21,Night,M003,OP010,Line 1,480,18,462,603,18,0.6667,0,F000,294.71,303.7,58.6,28.22,648,603,15
PROD00766,2024-09-23,Morning,M003,OP019,Line 1,480,12,468,633,12,0.6667,0,F000,300.47,309.33,48.9,44.43,648,633,5
PROD00767,2024-09-23,Afternoon,M003,OP015,Line 1,480,7,473,622,12,0.6667,0,F000,295.92,309.76,40.3,30.43,648,622,8
PROD00768,2024-09-23,Night,M003,OP013,Line 1,480,3,477,674,20,0.6667,0,F000,303.96,312.59,60.0,40.26,648,674,0
PROD00769,2024-09-28,Morning,M003,OP010,Line 1,480,2,478,668,13,0.6667,0,F000,297.73,306.35,41.6,28.41,648,668,0
PROD00770,2024-09-28,Afternoon,M003,OP019,Line 1,480,3,477,654,13,0.6667,0,F000,300.85,310.2,59.7,39.32,648,654,0
PROD00771,2024-09-28,Night,M003,OP019,Line 1,480,11,469,636,19,0.6667,0,F000,304.37,316.09,73.5,32.85,648,636,4
PROD00772,2024-10-04,Morning,M003,OP014,Line 1,480,12,468,647,12,0.6667,0,F000,300.51,311.32,36.8,44.21,648,647,0
PROD00773,2024-10-04,Afternoon,M003,OP003,Line 1,480,1,479,653,13,0.6667,0,F000,299.03,313.89,56.7,33.65,648,653,0
PROD00774,2024-10-04,Night,M003,OP005,Line 1,480,54,426,529,103,0.6667,1,F004,300.89,310.16,63.5,30.65,648,529,39
PROD00775,2024-10-05,Morning,M003,OP017,Line 1,480,5,475,629,12,0.6667,0,F000,300.71,310.13,65.1,39.38,648,629,6
PROD00776,2024-10-05,Afternoon,M003,OP008,Line 1,480,3,477,593,11,0.6667,0,F000,298.65,309.9,51.3,37.49,648,593,18
PROD00777,2024-10-05,Night,M003,OP015,Line 1,480,1,479,656,19,0.6667,0,F000,298.81,312.15,61.1,30.46,648,656,0
PROD00778,2024-10-07,Morning,M003,OP018,Line 1,480,55,425,607,58,0.6667,1,F006,299.28,311.06,41.7,30.2,648,607,13
PROD00779,2024-10-07,Afternoon,M003,OP020,Line 1,480,0,480,646,12,0.6667,0,F000,301.19,315.99,35.0,46.67,648,646,0
PROD00780,2024-10-07,Night,M003,OP006,Line 1,480,10,470,696,20,0.6667,0,F000,297.82,311.72,43.5,44.0,648,696,0
PROD00781,2024-10-08,Morning,M003,OP020,Line 1,480,8,472,615,12,0.6667,0,F000,298.78,307.76,57.3,33.14,648,615,11
PROD00782,2024-10-08,Afternoon,M003,OP009,Line 1,480,12,468,680,13,0.6667,0,F000,300.94,315.56,60.4,46.6,648,680,0
PROD00783,2024-10-08,Night,M003,OP016,Line 1,480,17,463,609,18,0.6667,0,F000,296.07,304.18,62.7,39.62,648,609,13
PROD00784,2024-10-11,Morning,M003,OP003,Line 1,480,108,372,495,92,0.6667,1,F001,301.01,313.93,65.5,31.93,648,495,51
PROD00785,2024-10-11,Afternoon,M003,OP001,Line 1,480,14,466,669,13,0.6667,0,F000,298.55,313.35,50.1,39.04,648,669,0
PROD00786,2024-10-11,Night,M003,OP003,Line 1,480,81,399,535,57,0.6667,1,F003,300.52,308.66,46.2,39.61,648,535,37
PROD00787,2024-10-19,Morning,M003,OP020,Line 1,480,9,471,675,13,0.6667,0,F000,301.51,316.28,36.5,37.3,648,675,0
PROD00788,2024-10-19,Afternoon,M003,OP018,Line 1,480,4,476,684,13,0.6667,0,F000,308.26,319.03,69.8,39.11,648,684,0
PROD00789,2024-10-19,Night,M003,OP008,Line 1,480,11,469,656,19,0.6667,0,F000,298.51,310.63,64.8,30.06,648,656,0
PROD00790,2024-11-01,Morning,M003,OP020,Line 1,480,10,470,610,12,0.6667,0,F000,298.88,312.81,35.9,46.57,648,610,12
PROD00791,2024-11-01,Afternoon,M003,OP014,Line 1,480,8,472,634,12,0.6667,0,F000,303.97,318.57,37.1,46.1,648,634,4
PROD00792,2024-11-01,Night,M003,OP009,Line 1,480,10,470,633,18,0.6667,0,F000,298.37,308.9,65.4,44.83,648,633,5
PROD00793,2024-11-02,Morning,M003,OP014,Line 1,480,8,472,617,12,0.6667,0,F000,297.89,312.05,67.3,47.1,648,617,10
PROD00794,2024-11-02,Afternoon,M003,OP014,Line 1,480,15,465,594,11,0.6667,0,F000,301.7,312.0,37.5,39.37,648,594,18
PROD00795,2024-11-02,Night,M003,OP011,Line 1,480,8,472,655,19,0.6667,0,F000,298.85,307.6,44.5,34.31,648,655,0
PROD00796,2024-11-12,Morning,M003,OP004,Line 1,480,4,476,593,11,0.6667,0,F000,301.97,314.17,52.5,29.72,648,593,18
PROD00797,2024-11-12,Afternoon,M003,OP014,Line 1,480,121,359,475,88,0.6667,1,F001,298.17,306.6,67.1,23.63,648,475,57
PROD00798,2024-11-12,Night,M003,OP020,Line 1,480,41,439,545,99,0.6667,1,F006,295.09,305.9,59.7,33.88,648,545,34
PROD00799,2024-11-18,Morning,M003,OP004,Line 1,480,48,432,577,89,0.6667,1,F004,303.5,316.23,36.0,35.24,648,577,23
PROD00800,2024-11-18,Afternoon,M003,OP016,Line 1,480,36,444,612,110,0.6667,1,F005,302.59,316.92,40.0,35.76,648,612,12
PROD00801,2024-11-18,Night,M003,OP010,Line 1,480,7,473,610,18,0.6667,0,F000,300.31,310.49,52.4,46.63,648,610,12
PROD00802,2024-11-19,Morning,M003,OP017,Line 1,480,8,472,597,11,0.6667,0,F000,298.99,310.28,59.1,33.41,648,597,17
PROD00803,2024-11-19,Afternoon,M003,OP007,Line 1,480,10,470,584,11,0.6667,0,F000,294.31,308.32,51.9,31.35,648,584,21
PROD00804,2024-11-19,Night,M003,OP019,Line 1,480,5,475,664,19,0.6667,0,F000,299.75,312.61,74.3,39.64,648,664,0
PROD00805,2024-11-21,Morning,M003,OP008,Line 1,480,5,475,620,12,0.6667,0,F000,299.33,313.46,71.4,37.62,648,620,9
PROD00806,2024-11-21,Afternoon,M003,OP013,Line 1,480,7,473,607,12,0.6667,0,F000,301.24,312.61,65.7,43.77,648,607,13
PROD00807,2024-11-21,Night,M003,OP019,Line 1,480,4,476,704,21,0.6667,0,F000,299.24,307.45,39.6,33.57,648,704,0
PROD00808,2024-11-23,Morning,M003,OP006,Line 1,480,6,474,699,13,0.6667,0,F000,300.89,310.28,46.4,32.04,648,699,0
PROD00809,2024-11-23,Afternoon,M003,OP004,Line 1,480,8,472,601,12,0.6667,0,F000,305.72,320.09,35.8,40.96,648,601,15
PROD00810,2024-11-23,Night,M003,OP020,Line 1,480,4,476,639,19,0.6667,0,F000,300.78,311.37,49.9,31.22,648,639,3
PROD00811,2024-11-25,Morning,M003,OP020,Line 1,480,13,467,581,11,0.6667,0,F000,304.2,317.76,42.7,34.77,648,581,22
PROD00812,2024-11-25,Afternoon,M003,OP005,Line 1,480,9,471,689,13,0.6667,0,F000,305.37,318.71,58.5,44.35,648,689,0
PROD00813,2024-11-25,Night,M003,OP016,Line 1,480,2,478,683,20,0.6667,0,F000,304.09,318.87,70.4,32.07,648,683,0
PROD00814,2024-11-26,Morning,M003,OP017,Line 1,480,9,471,599,11,0.6667,0,F000,295.8,306.52,70.3,42.33,648,599,16
PROD00815,2024-11-26,Afternoon,M003,OP019,Line 1,480,5,475,629,12,0.6667,0,F000,298.37,309.83,45.7,35.74,648,629,6
PROD00816,2024-11-26,Night,M003,OP013,Line 1,480,4,476,693,20,0.6667,0,F000,295.53,306.69,44.4,32.16,648,693,0
PROD00817,2024-11-29,Morning,M003,OP015,Line 1,480,15,465,615,12,0.6667,0,F000,298.47,307.06,52.8,34.16,648,615,11
PROD00818,2024-11-29,Afternoon,M003,OP001,Line 1,480,5,475,638,12,0.6667,0,F000,299.5,310.53,49.7,37.61,648,638,3
PROD00819,2024-11-29,Night,M003,OP008,Line 1,480,4,476,662,19,0.6667,0,F000,299.21,313.11,55.5,40.6,648,662,0
PROD00820,2024-12-03,Morning,M003,OP009,Line 1,480,91,389,532,63,0.6667,1,F001,300.96,313.69,45.0,36.34,648,532,38
PROD00821,2024-12-03,Afternoon,M003,OP012,Line 1,480,9,471,595,11,0.6667,0,F000,302.92,314.72,45.4,42.69,648,595,17
PROD00822,2024-12-03,Night,M003,OP005,Line 1,480,6,474,631,18,0.6667,0,F000,296.24,308.3,61.2,37.06,648,631,5
PROD00823,2024-12-05,Morning,M003,OP011,Line 1,480,4,476,672,13,0.6667,0,F000,300.55,312.66,57.1,37.13,648,672,0
PROD00824,2024-12-05,Afternoon,M003,OP018,Line 1,480,5,475,606,12,0.6667,0,F000,302.12,315.51,62.9,31.92,648,606,14
PROD00825,2024-12-05,Night,M003,OP013,Line 1,480,137,343,432,83,0.6667,1,F002,305.46,319.3,48.6,28.24,648,432,72
