Product ID,Type,Factory_ID
L49639,L,Factory_B_Alex
L49640,L,Factory_B_Alex
M17321,M,Factory_A_Cairo
L49642,L,Factory_C_Giza
L49643,L,Factory_A_Cairo
M17324,M,Factory_C_Giza
L49645,L,Factory_B_Alex
L49646,L,Factory_A_Cairo
M17327,M,Factory_C_Giza
M17328,M,Factory_C_Giza
L49649,L,Factory_B_Alex
L49650,L,Factory_A_Cairo
L49651,L,Factory_A_Cairo
L49652,L,Factory_A_Cairo
M17333,M,Factory_B_Alex
L49654,L,Factory_A_Cairo
L49655,L,Factory_B_Alex
H31890,H,Factory_B_Alex
L49657,L,Factory_B_Alex
M17338,M,Factory_C_Giza
L49659,L,Factory_A_Cairo
L49660,L,Factory_A_Cairo
L49661,L,Factory_B_Alex
L49662,L,Factory_B_Alex
M17343,M,Factory_A_Cairo
H31898,H,Factory_B_Alex
L49665,L,Factory_A_Cairo
M17346,M,Factory_C_Giza
H31901,H,Factory_B_Alex
L49668,L,Factory_A_Cairo
H31903,H,Factory_B_Alex
H31904,H,Factory_A_Cairo
L49671,L,Factory_A_Cairo
H31906,H,Factory_B_Alex
M17353,M,Factory_C_Giza
L49674,L,Factory_A_Cairo
M17355,M,Factory_A_Cairo
M17356,M,Factory_A_Cairo
M17357,M,Factory_C_Giza
L49678,L,Factory_C_Giza
M17359,M,Factory_B_Alex
L49680,L,Factory_C_Giza
M17361,M,Factory_B_Alex
L49682,L,Factory_B_Alex
L49683,L,Factory_C_Giza
L49684,L,Factory_B_Alex
L49685,L,Factory_C_Giza
M17366,M,Factory_B_Alex
H31921,H,Factory_C_Giza
L49688,L,Factory_C_Giza
L49689,L,Factory_B_Alex
L49690,L,Factory_A_Cairo
M17371,M,Factory_B_Alex
L49692,L,Factory_C_Giza
L49693,L,Factory_A_Cairo
L49694,L,Factory_B_Alex
L49695,L,Factory_B_Alex
L49696,L,Factory_B_Alex
L49697,L,Factory_A_Cairo
M17378,M,Factory_C_Giza
L49699,L,Factory_B_Alex
L49700,L,Factory_B_Alex
L49701,L,Factory_B_Alex
M17382,M,Factory_B_Alex
L49703,L,Factory_B_Alex
M17384,M,Factory_C_Giza
M17385,M,Factory_C_Giza
L49706,L,Factory_B_Alex
L49707,L,Factory_A_Cairo
L49708,L,Factory_C_Giza
M17389,M,Factory_A_Cairo
L49710,L,Factory_C_Giza
M17391,M,Factory_B_Alex
L49712,L,Factory_C_Giza
L49713,L,Factory_B_Alex
L49714,L,Factory_C_Giza
L49715,L,Factory_B_Alex
L49716,L,Factory_B_Alex
H31951,H,Factory_B_Alex
L49718,L,Factory_B_Alex
L49719,L,Factory_A_Cairo
L49720,L,Factory_B_Alex
H31955,H,Factory_A_Cairo
H31956,H,Factory_A_Cairo
L49723,L,Factory_B_Alex
L49724,L,Factory_A_Cairo
M17405,M,Factory_C_Giza
L49726,L,Factory_B_Alex
L49727,L,Factory_A_Cairo
M17408,M,Factory_B_Alex
L49729,L,Factory_B_Alex
L49730,L,Factory_B_Alex
L49731,L,Factory_A_Cairo
H31966,H,Factory_C_Giza
L49733,L,Factory_C_Giza
L49734,L,Factory_A_Cairo
L49735,L,Factory_B_Alex
M17416,M,Factory_A_Cairo
M17417,M,Factory_A_Cairo
M17418,M,Factory_A_Cairo
L49739,L,Factory_B_Alex
M17420,M,Factory_A_Cairo
L49741,L,Factory_B_Alex
L49742,L,Factory_A_Cairo
L49743,L,Factory_C_Giza
L49744,L,Factory_A_Cairo
L49745,L,Factory_A_Cairo
M17426,M,Factory_C_Giza
L49747,L,Factory_B_Alex
L49748,L,Factory_B_Alex
H31983,H,Factory_A_Cairo
L49750,L,Factory_C_Giza
M17431,M,Factory_B_Alex
M17432,M,Factory_A_Cairo
L49753,L,Factory_C_Giza
L49754,L,Factory_B_Alex
L49755,L,Factory_B_Alex
L49756,L,Factory_C_Giza
L49757,L,Factory_C_Giza
L49758,L,Factory_C_Giza
L49759,L,Factory_C_Giza
L49760,L,Factory_A_Cairo
L49761,L,Factory_C_Giza
L49762,L,Factory_B_Alex
L49763,L,Factory_B_Alex
L49764,L,Factory_A_Cairo
M17445,M,Factory_B_Alex
L49766,L,Factory_B_Alex
L49767,L,Factory_C_Giza
L49768,L,Factory_B_Alex
L49769,L,Factory_A_Cairo
L49770,L,Factory_C_Giza
L49771,L,Factory_C_Giza
L49772,L,Factory_A_Cairo
H32007,H,Factory_C_Giza
L49774,L,Factory_C_Giza
M17455,M,Factory_A_Cairo
L49776,L,Factory_C_Giza
L49777,L,Factory_A_Cairo
L49778,L,Factory_A_Cairo
M17459,M,Factory_B_Alex
L49780,L,Factory_B_Alex
L49781,L,Factory_C_Giza
L49782,L,Factory_C_Giza
M17463,M,Factory_A_Cairo
M17464,M,Factory_C_Giza
L49785,L,Factory_A_Cairo
H32020,H,Factory_A_Cairo
L49787,L,Factory_C_Giza
L49788,L,Factory_A_Cairo
L49789,L,Factory_B_Alex
H32024,H,Factory_C_Giza
L49791,L,Factory_B_Alex
L49792,L,Factory_C_Giza
M17473,M,Factory_A_Cairo
L49794,L,Factory_C_Giza
L49795,L,Factory_B_Alex
L49796,L,Factory_A_Cairo
L49797,L,Factory_C_Giza
M17478,M,Factory_C_Giza
L49799,L,Factory_C_Giza
L49800,L,Factory_B_Alex
M17481,M,Factory_B_Alex
M17482,M,Factory_C_Giza
M17483,M,Factory_A_Cairo
H32038,H,Factory_A_Cairo
L49805,L,Factory_B_Alex
L49806,L,Factory_A_Cairo
M17487,M,Factory_B_Alex
H32042,H,Factory_C_Giza
L49809,L,Factory_B_Alex
L49810,L,Factory_B_Alex
H32045,H,Factory_C_Giza
M17492,M,Factory_A_Cairo
L49813,L,Factory_B_Alex
L49814,L,Factory_B_Alex
H32049,H,Factory_C_Giza
L49816,L,Factory_A_Cairo
L49817,L,Factory_B_Alex
L49818,L,Factory_C_Giza
M17499,M,Factory_B_Alex
M17500,M,Factory_C_Giza
H32055,H,Factory_A_Cairo
L49822,L,Factory_A_Cairo
M17503,M,Factory_A_Cairo
L49824,L,Factory_A_Cairo
H32059,H,Factory_B_Alex
M17506,M,Factory_B_Alex
L49827,L,Factory_A_Cairo
L49828,L,Factory_A_Cairo
M17509,M,Factory_A_Cairo
L49830,L,Factory_B_Alex
L49831,L,Factory_A_Cairo
L49832,L,Factory_A_Cairo
L49833,L,Factory_A_Cairo
L49834,L,Factory_C_Giza
M17515,M,Factory_A_Cairo
L49836,L,Factory_C_Giza
M17517,M,Factory_C_Giza
L49838,L,Factory_A_Cairo
H32073,H,Factory_C_Giza
L49840,L,Factory_A_Cairo
M17521,M,Factory_B_Alex
M17522,M,Factory_B_Alex
L49843,L,Factory_B_Alex
M17524,M,Factory_B_Alex
L49845,L,Factory_C_Giza
H32080,H,Factory_A_Cairo
M17527,M,Factory_A_Cairo
M17528,M,Factory_A_Cairo
H32083,H,Factory_B_Alex
L49850,L,Factory_B_Alex
M17531,M,Factory_A_Cairo
L49852,L,Factory_B_Alex
L49853,L,Factory_A_Cairo
L49854,L,Factory_A_Cairo
L49855,L,Factory_A_Cairo
L49856,L,Factory_A_Cairo
L49857,L,Factory_A_Cairo
L49858,L,Factory_A_Cairo
L49859,L,Factory_A_Cairo
L49860,L,Factory_B_Alex
L49861,L,Factory_A_Cairo
M17542,M,Factory_A_Cairo
L49863,L,Factory_B_Alex
L49864,L,Factory_B_Alex
L49865,L,Factory_B_Alex
L49866,L,Factory_A_Cairo
L49867,L,Factory_C_Giza
L49868,L,Factory_C_Giza
L49869,L,Factory_B_Alex
L49870,L,Factory_C_Giza
L49871,L,Factory_B_Alex
L49872,L,Factory_A_Cairo
M17553,M,Factory_C_Giza
M17554,M,Factory_A_Cairo
L49875,L,Factory_C_Giza
L49876,L,Factory_A_Cairo
L49877,L,Factory_C_Giza
L49878,L,Factory_A_Cairo
L49879,L,Factory_A_Cairo
L49880,L,Factory_C_Giza
L49881,L,Factory_A_Cairo
L49882,L,Factory_A_Cairo
M17563,M,Factory_A_Cairo
M17564,M,Factory_C_Giza
L49885,L,Factory_C_Giza
M17566,M,Factory_A_Cairo
M17567,M,Factory_A_Cairo
L49888,L,Factory_C_Giza
L49889,L,Factory_C_Giza
L49890,L,Factory_A_Cairo
L49891,L,Factory_A_Cairo
H32126,H,Factory_A_Cairo
M17573,M,Factory_B_Alex
M17574,M,Factory_C_Giza
M17575,M,Factory_B_Alex
L49896,L,Factory_C_Giza
M17577,M,Factory_C_Giza
L49898,L,Factory_C_Giza
L49899,L,Factory_C_Giza
L49900,L,Factory_C_Giza
M17581,M,Factory_C_Giza
L49902,L,Factory_C_Giza
L49903,L,Factory_B_Alex
M17584,M,Factory_A_Cairo
L49905,L,Factory_A_Cairo
M17586,M,Factory_B_Alex
L49907,L,Factory_B_Alex
L49908,L,Factory_B_Alex
L49909,L,Factory_B_Alex
L49910,L,Factory_C_Giza
M17591,M,Factory_A_Cairo
L49912,L,Factory_C_Giza
L49913,L,Factory_A_Cairo
H32148,H,Factory_A_Cairo
L49915,L,Factory_B_Alex
M17596,M,Factory_C_Giza
M17597,M,Factory_B_Alex
M17598,M,Factory_C_Giza
L49919,L,Factory_A_Cairo
L49920,L,Factory_B_Alex
L49921,L,Factory_B_Alex
L49922,L,Factory_A_Cairo
L49923,L,Factory_A_Cairo
L49924,L,Factory_A_Cairo
M17605,M,Factory_B_Alex
L49926,L,Factory_C_Giza
L49927,L,Factory_B_Alex
L49928,L,Factory_C_Giza
M17609,M,Factory_B_Alex
H32164,H,Factory_B_Alex
L49931,L,Factory_A_Cairo
M17612,M,Factory_C_Giza
L49933,L,Factory_B_Alex
H32168,H,Factory_B_Alex
L49935,L,Factory_A_Cairo
L49936,L,Factory_A_Cairo
L49937,L,Factory_C_Giza
M17618,M,Factory_B_Alex
L49939,L,Factory_C_Giza
L49940,L,Factory_B_Alex
L49941,L,Factory_C_Giza
L49942,L,Factory_A_Cairo
L49943,L,Factory_B_Alex
M17624,M,Factory_C_Giza
M17625,M,Factory_A_Cairo
M17626,M,Factory_A_Cairo
L49947,L,Factory_C_Giza
L49948,L,Factory_B_Alex
M17629,M,Factory_B_Alex
L49950,L,Factory_A_Cairo
L49951,L,Factory_B_Alex
L49952,L,Factory_B_Alex
L49953,L,Factory_B_Alex
L49954,L,Factory_A_Cairo
L49955,L,Factory_C_Giza
L49956,L,Factory_B_Alex
L49957,L,Factory_A_Cairo
L49958,L,Factory_A_Cairo
L49959,L,Factory_C_Giza
M17640,M,Factory_B_Alex
L49961,L,Factory_B_Alex
M17642,M,Factory_C_Giza
M17643,M,Factory_C_Giza
L49964,L,Factory_A_Cairo
L49965,L,Factory_A_Cairo
M17646,M,Factory_C_Giza
M17647,M,Factory_B_Alex
L49968,L,Factory_A_Cairo
H32203,H,Factory_A_Cairo
L49970,L,Factory_B_Alex
H32205,H,Factory_A_Cairo
L49972,L,Factory_B_Alex
L49973,L,Factory_B_Alex
L49974,L,Factory_B_Alex
M17655,M,Factory_C_Giza
L49976,L,Factory_C_Giza
M17657,M,Factory_C_Giza
L49978,L,Factory_B_Alex
L49979,L,Factory_B_Alex
M17660,M,Factory_C_Giza
M17661,M,Factory_A_Cairo
M17662,M,Factory_B_Alex
L49983,L,Factory_A_Cairo
L49984,L,Factory_A_Cairo
L49985,L,Factory_B_Alex
L49986,L,Factory_B_Alex
M17667,M,Factory_A_Cairo
L49988,L,Factory_A_Cairo
L49989,L,Factory_C_Giza
L49990,L,Factory_C_Giza
L49991,L,Factory_B_Alex
M17672,M,Factory_C_Giza
L49993,L,Factory_C_Giza
L49994,L,Factory_C_Giza
M17675,M,Factory_C_Giza
L49996,L,Factory_A_Cairo
L49997,L,Factory_B_Alex
L49998,L,Factory_C_Giza
L49999,L,Factory_A_Cairo
L50000,L,Factory_A_Cairo
M17681,M,Factory_A_Cairo
L50002,L,Factory_C_Giza
M17683,M,Factory_C_Giza
M17684,M,Factory_B_Alex
L50005,L,Factory_C_Giza
M17686,M,Factory_C_Giza
L50007,L,Factory_A_Cairo
M17688,M,Factory_B_Alex
L50009,L,Factory_C_Giza
M17690,M,Factory_C_Giza
M17691,M,Factory_A_Cairo
M17692,M,Factory_A_Cairo
L50013,L,Factory_C_Giza
L50014,L,Factory_B_Alex
L50015,L,Factory_B_Alex
M17696,M,Factory_A_Cairo
L50017,L,Factory_A_Cairo
L50018,L,Factory_C_Giza
M17699,M,Factory_A_Cairo
H32254,H,Factory_C_Giza
L50021,L,Factory_B_Alex
L50022,L,Factory_B_Alex
L50023,L,Factory_C_Giza
L50024,L,Factory_A_Cairo
L50025,L,Factory_B_Alex
L50026,L,Factory_A_Cairo
L50027,L,Factory_B_Alex
M17708,M,Factory_C_Giza
L50029,L,Factory_C_Giza
L50030,L,Factory_C_Giza
L50031,L,Factory_B_Alex
M17712,M,Factory_A_Cairo
M17713,M,Factory_A_Cairo
L50034,L,Factory_A_Cairo
L50035,L,Factory_B_Alex
H32270,H,Factory_B_Alex
M17717,M,Factory_B_Alex
L50038,L,Factory_B_Alex
L50039,L,Factory_B_Alex
H32274,H,Factory_A_Cairo
L50041,L,Factory_B_Alex
L50042,L,Factory_B_Alex
L50043,L,Factory_A_Cairo
H32278,H,Factory_B_Alex
H32279,H,Factory_A_Cairo
L50046,L,Factory_A_Cairo
H32281,H,Factory_C_Giza
L50048,L,Factory_C_Giza
L50049,L,Factory_C_Giza
M17730,M,Factory_C_Giza
M17731,M,Factory_B_Alex
L50052,L,Factory_C_Giza
H32287,H,Factory_A_Cairo
L50054,L,Factory_B_Alex
M17735,M,Factory_C_Giza
M17736,M,Factory_A_Cairo
M17737,M,Factory_B_Alex
H32292,H,Factory_B_Alex
M17739,M,Factory_C_Giza
L50060,L,Factory_B_Alex
M17741,M,Factory_A_Cairo
L50062,L,Factory_B_Alex
L50063,L,Factory_A_Cairo
L50064,L,Factory_B_Alex
M17745,M,Factory_C_Giza
H32300,H,Factory_A_Cairo
M17747,M,Factory_B_Alex
M17748,M,Factory_B_Alex
M17749,M,Factory_B_Alex
L50070,L,Factory_A_Cairo
L50071,L,Factory_A_Cairo
L50072,L,Factory_A_Cairo
M17753,M,Factory_C_Giza
L50074,L,Factory_C_Giza
M17755,M,Factory_A_Cairo
M17756,M,Factory_B_Alex
M17757,M,Factory_C_Giza
M17758,M,Factory_A_Cairo
L50079,L,Factory_B_Alex
L50080,L,Factory_C_Giza
L50081,L,Factory_B_Alex
M17762,M,Factory_B_Alex
M17763,M,Factory_B_Alex
L50084,L,Factory_B_Alex
L50085,L,Factory_C_Giza
L50086,L,Factory_C_Giza
M17767,M,Factory_C_Giza
L50088,L,Factory_A_Cairo
L50089,L,Factory_C_Giza
L50090,L,Factory_B_Alex
M17771,M,Factory_C_Giza
L50092,L,Factory_B_Alex
L50093,L,Factory_A_Cairo
H32328,H,Factory_B_Alex
L50095,L,Factory_B_Alex
L50096,L,Factory_B_Alex
L50097,L,Factory_A_Cairo
M17778,M,Factory_C_Giza
L50099,L,Factory_C_Giza
L50100,L,Factory_A_Cairo
L50101,L,Factory_B_Alex
L50102,L,Factory_C_Giza
M17783,M,Factory_A_Cairo
L50104,L,Factory_C_Giza
M17785,M,Factory_A_Cairo
L50106,L,Factory_B_Alex
M17787,M,Factory_C_Giza
M17788,M,Factory_A_Cairo
M17789,M,Factory_C_Giza
H32344,H,Factory_C_Giza
L50111,L,Factory_C_Giza
L50112,L,Factory_C_Giza
M17793,M,Factory_A_Cairo
M17794,M,Factory_B_Alex
M17795,M,Factory_A_Cairo
M17796,M,Factory_A_Cairo
L50117,L,Factory_A_Cairo
L50118,L,Factory_B_Alex
L50119,L,Factory_C_Giza
L50120,L,Factory_C_Giza
M17801,M,Factory_C_Giza
L50122,L,Factory_B_Alex
H32357,H,Factory_C_Giza
L50124,L,Factory_B_Alex
H32359,H,Factory_C_Giza
M17806,M,Factory_C_Giza
L50127,L,Factory_A_Cairo
L50128,L,Factory_B_Alex
M17809,M,Factory_A_Cairo
M17810,M,Factory_A_Cairo
L50131,L,Factory_A_Cairo
H32366,H,Factory_B_Alex
L50133,L,Factory_B_Alex
H32368,H,Factory_C_Giza
M17815,M,Factory_A_Cairo
M17816,M,Factory_C_Giza
L50137,L,Factory_A_Cairo
M17818,M,Factory_B_Alex
M17819,M,Factory_B_Alex
L50140,L,Factory_B_Alex
L50141,L,Factory_A_Cairo
L50142,L,Factory_B_Alex
M17823,M,Factory_A_Cairo
L50144,L,Factory_C_Giza
M17825,M,Factory_A_Cairo
L50146,L,Factory_C_Giza
L50147,L,Factory_A_Cairo
M17828,M,Factory_C_Giza
L50149,L,Factory_B_Alex
M17830,M,Factory_C_Giza
M17831,M,Factory_B_Alex
M17832,M,Factory_B_Alex
M17833,M,Factory_C_Giza
M17834,M,Factory_A_Cairo
H32389,H,Factory_A_Cairo
M17836,M,Factory_A_Cairo
L50157,L,Factory_A_Cairo
H32392,H,Factory_A_Cairo
L50159,L,Factory_B_Alex
L50160,L,Factory_A_Cairo
H32395,H,Factory_B_Alex
L50162,L,Factory_B_Alex
L50163,L,Factory_B_Alex
L50164,L,Factory_C_Giza
L50165,L,Factory_C_Giza
L50166,L,Factory_B_Alex
M17847,M,Factory_C_Giza
M17848,M,Factory_A_Cairo
L50169,L,Factory_A_Cairo
L50170,L,Factory_B_Alex
M17851,M,Factory_A_Cairo
M17852,M,Factory_B_Alex
M17853,M,Factory_B_Alex
L50174,L,Factory_A_Cairo
L50175,L,Factory_C_Giza
M17856,M,Factory_A_Cairo
L50177,L,Factory_A_Cairo
L50178,L,Factory_B_Alex
L50179,L,Factory_B_Alex
H32414,H,Factory_B_Alex
L50181,L,Factory_B_Alex
M17862,M,Factory_C_Giza
M17863,M,Factory_C_Giza
M17864,M,Factory_C_Giza
L50185,L,Factory_B_Alex
L50186,L,Factory_B_Alex
L50187,L,Factory_B_Alex
M17868,M,Factory_C_Giza
M17869,M,Factory_B_Alex
L50190,L,Factory_A_Cairo
M17871,M,Factory_A_Cairo
L50192,L,Factory_B_Alex
L50193,L,Factory_A_Cairo
L50194,L,Factory_A_Cairo
L50195,L,Factory_C_Giza
L50196,L,Factory_B_Alex
L50197,L,Factory_B_Alex
M17878,M,Factory_C_Giza
L50199,L,Factory_A_Cairo
L50200,L,Factory_A_Cairo
L50201,L,Factory_B_Alex
L50202,L,Factory_A_Cairo
L50203,L,Factory_C_Giza
L50204,L,Factory_C_Giza
L50205,L,Factory_B_Alex
M17886,M,Factory_C_Giza
L50207,L,Factory_C_Giza
L50208,L,Factory_B_Alex
L50209,L,Factory_C_Giza
M17890,M,Factory_C_Giza
M17891,M,Factory_C_Giza
M17892,M,Factory_A_Cairo
M17893,M,Factory_B_Alex
H32448,H,Factory_B_Alex
M17895,M,Factory_B_Alex
L50216,L,Factory_A_Cairo
L50217,L,Factory_A_Cairo
L50218,L,Factory_B_Alex
M17899,M,Factory_A_Cairo
L50220,L,Factory_B_Alex
L50221,L,Factory_A_Cairo
M17902,M,Factory_C_Giza
L50223,L,Factory_C_Giza
L50224,L,Factory_B_Alex
L50225,L,Factory_A_Cairo
M17906,M,Factory_A_Cairo
L50227,L,Factory_C_Giza
L50228,L,Factory_C_Giza
L50229,L,Factory_A_Cairo
L50230,L,Factory_A_Cairo
L50231,L,Factory_A_Cairo
L50232,L,Factory_A_Cairo
H32467,H,Factory_A_Cairo
H32468,H,Factory_A_Cairo
L50235,L,Factory_B_Alex
L50236,L,Factory_A_Cairo
L50237,L,Factory_C_Giza
L50238,L,Factory_B_Alex
M17919,M,Factory_A_Cairo
L50240,L,Factory_C_Giza
L50241,L,Factory_B_Alex
L50242,L,Factory_C_Giza
L50243,L,Factory_A_Cairo
M17924,M,Factory_A_Cairo
M17925,M,Factory_A_Cairo
M17926,M,Factory_A_Cairo
L50247,L,Factory_B_Alex
H32482,H,Factory_B_Alex
L50249,L,Factory_C_Giza
L50250,L,Factory_A_Cairo
L50251,L,Factory_C_Giza
L50252,L,Factory_B_Alex
L50253,L,Factory_A_Cairo
L50254,L,Factory_A_Cairo
M17935,M,Factory_B_Alex
L50256,L,Factory_B_Alex
L50257,L,Factory_B_Alex
M17938,M,Factory_B_Alex
L50259,L,Factory_B_Alex
M17940,M,Factory_A_Cairo
M17941,M,Factory_B_Alex
M17942,M,Factory_A_Cairo
L50263,L,Factory_A_Cairo
H32498,H,Factory_B_Alex
L50265,L,Factory_B_Alex
L50266,L,Factory_A_Cairo
M17947,M,Factory_B_Alex
M17948,M,Factory_B_Alex
H32503,H,Factory_B_Alex
H32504,H,Factory_C_Giza
L50271,L,Factory_A_Cairo
M17952,M,Factory_C_Giza
L50273,L,Factory_B_Alex
L50274,L,Factory_C_Giza
M17955,M,Factory_B_Alex
L50276,L,Factory_C_Giza
M17957,M,Factory_B_Alex
M17958,M,Factory_C_Giza
M17959,M,Factory_C_Giza
L50280,L,Factory_C_Giza
H32515,H,Factory_A_Cairo
L50282,L,Factory_C_Giza
L50283,L,Factory_A_Cairo
M17964,M,Factory_B_Alex
L50285,L,Factory_C_Giza
L50286,L,Factory_B_Alex
M17967,M,Factory_B_Alex
L50288,L,Factory_C_Giza
L50289,L,Factory_A_Cairo
H32524,H,Factory_C_Giza
L50291,L,Factory_B_Alex
M17972,M,Factory_B_Alex
M17973,M,Factory_C_Giza
M17974,M,Factory_A_Cairo
L50295,L,Factory_A_Cairo
L50296,L,Factory_B_Alex
M17977,M,Factory_B_Alex
M17978,M,Factory_A_Cairo
L50299,L,Factory_C_Giza
H32534,H,Factory_B_Alex
L50301,L,Factory_A_Cairo
L50302,L,Factory_B_Alex
H32537,H,Factory_C_Giza
L50304,L,Factory_A_Cairo
L50305,L,Factory_B_Alex
L50306,L,Factory_C_Giza
L50307,L,Factory_B_Alex
M17988,M,Factory_C_Giza
L50309,L,Factory_C_Giza
L50310,L,Factory_A_Cairo
L50311,L,Factory_C_Giza
L50312,L,Factory_B_Alex
H32547,H,Factory_C_Giza
L50314,L,Factory_C_Giza
L50315,L,Factory_A_Cairo
L50316,L,Factory_C_Giza
L50317,L,Factory_C_Giza
L50318,L,Factory_B_Alex
H32553,H,Factory_A_Cairo
H32554,H,Factory_A_Cairo
L50321,L,Factory_A_Cairo
L50322,L,Factory_C_Giza
H32557,H,Factory_A_Cairo
M18004,M,Factory_C_Giza
M18005,M,Factory_C_Giza
M18006,M,Factory_B_Alex
M18007,M,Factory_B_Alex
H32562,H,Factory_B_Alex
H32563,H,Factory_B_Alex
L50330,L,Factory_B_Alex
L50331,L,Factory_C_Giza
M18012,M,Factory_C_Giza
M18013,M,Factory_A_Cairo
L50334,L,Factory_C_Giza
L50335,L,Factory_C_Giza
L50336,L,Factory_B_Alex
M18017,M,Factory_C_Giza
L50338,L,Factory_B_Alex
H32573,H,Factory_A_Cairo
M18020,M,Factory_A_Cairo
L50341,L,Factory_C_Giza
L50342,L,Factory_A_Cairo
L50343,L,Factory_C_Giza
L50344,L,Factory_A_Cairo
L50345,L,Factory_B_Alex
M18026,M,Factory_B_Alex
L50347,L,Factory_B_Alex
M18028,M,Factory_B_Alex
M18029,M,Factory_C_Giza
M18030,M,Factory_A_Cairo
L50351,L,Factory_C_Giza
M18032,M,Factory_B_Alex
L50353,L,Factory_C_Giza
L50354,L,Factory_A_Cairo
L50355,L,Factory_C_Giza
L50356,L,Factory_A_Cairo
M18037,M,Factory_C_Giza
M18038,M,Factory_A_Cairo
L50359,L,Factory_A_Cairo
M18040,M,Factory_B_Alex
L50361,L,Factory_A_Cairo
M18042,M,Factory_B_Alex
L50363,L,Factory_B_Alex
L50364,L,Factory_B_Alex
L50365,L,Factory_C_Giza
M18046,M,Factory_C_Giza
M18047,M,Factory_C_Giza
M18048,M,Factory_C_Giza
L50369,L,Factory_A_Cairo
L50370,L,Factory_A_Cairo
M18051,M,Factory_C_Giza
M18052,M,Factory_A_Cairo
L50373,L,Factory_A_Cairo
L50374,L,Factory_B_Alex
M18055,M,Factory_B_Alex
L50376,L,Factory_B_Alex
L50377,L,Factory_B_Alex
M18058,M,Factory_A_Cairo
H32613,H,Factory_C_Giza
M18060,M,Factory_A_Cairo
L50381,L,Factory_A_Cairo
L50382,L,Factory_A_Cairo
M18063,M,Factory_B_Alex
L50384,L,Factory_B_Alex
M18065,M,Factory_B_Alex
M18066,M,Factory_C_Giza
M18067,M,Factory_A_Cairo
M18068,M,Factory_C_Giza
L50389,L,Factory_B_Alex
M18070,M,Factory_C_Giza
L50391,L,Factory_A_Cairo
L50392,L,Factory_A_Cairo
L50393,L,Factory_B_Alex
H32628,H,Factory_B_Alex
M18075,M,Factory_C_Giza
L50396,L,Factory_B_Alex
L50397,L,Factory_B_Alex
L50398,L,Factory_A_Cairo
M18079,M,Factory_B_Alex
M18080,M,Factory_B_Alex
L50401,L,Factory_A_Cairo
M18082,M,Factory_A_Cairo
H32637,H,Factory_C_Giza
M18084,M,Factory_B_Alex
L50405,L,Factory_A_Cairo
L50406,L,Factory_C_Giza
M18087,M,Factory_C_Giza
L50408,L,Factory_B_Alex
L50409,L,Factory_B_Alex
L50410,L,Factory_C_Giza
L50411,L,Factory_A_Cairo
L50412,L,Factory_C_Giza
H32647,H,Factory_B_Alex
L50414,L,Factory_A_Cairo
L50415,L,Factory_A_Cairo
M18096,M,Factory_C_Giza
M18097,M,Factory_B_Alex
M18098,M,Factory_C_Giza
L50419,L,Factory_C_Giza
L50420,L,Factory_C_Giza
H32655,H,Factory_A_Cairo
L50422,L,Factory_A_Cairo
L50423,L,Factory_B_Alex
M18104,M,Factory_B_Alex
M18105,M,Factory_C_Giza
L50426,L,Factory_C_Giza
M18107,M,Factory_C_Giza
M18108,M,Factory_B_Alex
L50429,L,Factory_A_Cairo
H32664,H,Factory_A_Cairo
L50431,L,Factory_C_Giza
L50432,L,Factory_C_Giza
L50433,L,Factory_C_Giza
M18114,M,Factory_C_Giza
L50435,L,Factory_B_Alex
L50436,L,Factory_A_Cairo
L50437,L,Factory_C_Giza
L50438,L,Factory_B_Alex
M18119,M,Factory_C_Giza
M18120,M,Factory_C_Giza
H32675,H,Factory_A_Cairo
L50442,L,Factory_C_Giza
L50443,L,Factory_A_Cairo
H32678,H,Factory_A_Cairo
L50445,L,Factory_A_Cairo
L50446,L,Factory_B_Alex
L50447,L,Factory_B_Alex
M18128,M,Factory_A_Cairo
M18129,M,Factory_C_Giza
L50450,L,Factory_A_Cairo
M18131,M,Factory_C_Giza
M18132,M,Factory_A_Cairo
M18133,M,Factory_C_Giza
L50454,L,Factory_B_Alex
H32689,H,Factory_C_Giza
L50456,L,Factory_A_Cairo
L50457,L,Factory_B_Alex
L50458,L,Factory_C_Giza
L50459,L,Factory_C_Giza
M18140,M,Factory_C_Giza
M18141,M,Factory_C_Giza
L50462,L,Factory_C_Giza
L50463,L,Factory_B_Alex
H32698,H,Factory_B_Alex
L50465,L,Factory_B_Alex
L50466,L,Factory_B_Alex
M18147,M,Factory_A_Cairo
L50468,L,Factory_B_Alex
M18149,M,Factory_C_Giza
L50470,L,Factory_C_Giza
M18151,M,Factory_B_Alex
L50472,L,Factory_C_Giza
M18153,M,Factory_B_Alex
L50474,L,Factory_C_Giza
L50475,L,Factory_A_Cairo
M18156,M,Factory_A_Cairo
L50477,L,Factory_B_Alex
L50478,L,Factory_B_Alex
L50479,L,Factory_B_Alex
H32714,H,Factory_C_Giza
L50481,L,Factory_B_Alex
L50482,L,Factory_A_Cairo
L50483,L,Factory_C_Giza
L50484,L,Factory_B_Alex
M18165,M,Factory_C_Giza
L50486,L,Factory_C_Giza
M18167,M,Factory_B_Alex
L50488,L,Factory_C_Giza
L50489,L,Factory_A_Cairo
L50490,L,Factory_A_Cairo
L50491,L,Factory_C_Giza
L50492,L,Factory_B_Alex
L50493,L,Factory_C_Giza
L50494,L,Factory_A_Cairo
