UDI,Timestamp,Product ID,Planned_Time_mins,Ideal_Cycle_Time_mins_per_piece,Total_Pieces,Defective_Pieces
1327,2024-01-10 13:00:00,L48506,10,0.2,46,0
1328,2024-01-10 13:10:00,L48507,10,0.2,45,2
1329,2024-01-10 13:20:00,M16188,10,0.2,46,1
1330,2024-01-10 13:30:00,H30743,10,0.2,47,0
1331,2024-01-10 13:40:00,L48510,10,0.2,46,1
1332,2024-01-10 13:50:00,H30745,10,0.2,50,2
1333,2024-01-10 14:00:00,L48512,10,0.2,49,1
1334,2024-01-10 14:10:00,M16193,10,0.2,47,1
1335,2024-01-10 14:20:00,L48514,10,0.2,6,1
1336,2024-01-10 14:30:00,L48515,10,0.2,9,2
1337,2024-01-10 14:40:00,L48516,10,0.2,46,0
1338,2024-01-10 14:50:00,H30751,10,0.2,45,2
1339,2024-01-10 15:00:00,L48518,10,0.2,49,2
1340,2024-01-10 15:10:00,M16199,10,0.2,46,2
1341,2024-01-10 15:20:00,L48520,10,0.2,49,0
1342,2024-01-10 15:30:00,M16201,10,0.2,47,2
1343,2024-01-10 15:40:00,M16202,10,0.2,45,2
1344,2024-01-10 15:50:00,L48523,10,0.2,50,0
1345,2024-01-10 16:00:00,L48524,10,0.2,47,0
1346,2024-01-10 16:10:00,L48525,10,0.2,45,0
1347,2024-01-10 16:20:00,L48526,10,0.2,49,1
1348,2024-01-10 16:30:00,L48527,10,0.2,48,0
1349,2024-01-10 16:40:00,L48528,10,0.2,46,1
1350,2024-01-10 16:50:00,L48529,10,0.2,49,1
1351,2024-01-10 17:00:00,L48530,10,0.2,45,2
1352,2024-01-10 17:10:00,L48531,10,0.2,45,1
1353,2024-01-10 17:20:00,M16212,10,0.2,45,2
1354,2024-01-10 17:30:00,M16213,10,0.2,45,1
1355,2024-01-10 17:40:00,L48534,10,0.2,46,0
1356,2024-01-10 17:50:00,M16215,10,0.2,47,2
1357,2024-01-10 18:00:00,L48536,10,0.2,50,1
1358,2024-01-10 18:10:00,L48537,10,0.2,48,2
1359,2024-01-10 18:20:00,M16218,10,0.2,46,0
1360,2024-01-10 18:30:00,L48539,10,0.2,45,1
1361,2024-01-10 18:40:00,H30774,10,0.2,46,1
1362,2024-01-10 18:50:00,M16221,10,0.2,49,0
1363,2024-01-10 19:00:00,L48542,10,0.2,50,1
1364,2024-01-10 19:10:00,L48543,10,0.2,45,1
1365,2024-01-10 19:20:00,L48544,10,0.2,48,2
1366,2024-01-10 19:30:00,L48545,10,0.2,45,1
1367,2024-01-10 19:40:00,M16226,10,0.2,50,0
1368,2024-01-10 19:50:00,M16227,10,0.2,48,1
1369,2024-01-10 20:00:00,H30782,10,0.2,50,2
1370,2024-01-10 20:10:00,M16229,10,0.2,48,1
1371,2024-01-10 20:20:00,L48550,10,0.2,47,2
1372,2024-01-10 20:30:00,M16231,10,0.2,47,1
1373,2024-01-10 20:40:00,M16232,10,0.2,46,2
1374,2024-01-10 20:50:00,M16233,10,0.2,46,2
1375,2024-01-10 21:00:00,L48554,10,0.2,48,1
1376,2024-01-10 21:10:00,M16235,10,0.2,45,0
1377,2024-01-10 21:20:00,M16236,10,0.2,49,0
1378,2024-01-10 21:30:00,L48557,10,0.2,49,1
1379,2024-01-10 21:40:00,H30792,10,0.2,45,1
1380,2024-01-10 21:50:00,L48559,10,0.2,45,1
1381,2024-01-10 22:00:00,L48560,10,0.2,47,1
1382,2024-01-10 22:10:00,M16241,10,0.2,49,1
1383,2024-01-10 22:20:00,L48562,10,0.2,48,0
1384,2024-01-10 22:30:00,M16243,10,0.2,50,2
1385,2024-01-10 22:40:00,L48564,10,0.2,46,2
1386,2024-01-10 22:50:00,M16245,10,0.2,50,0
1387,2024-01-10 23:00:00,L48566,10,0.2,47,0
1388,2024-01-10 23:10:00,L48567,10,0.2,49,2
1389,2024-01-10 23:20:00,H30802,10,0.2,45,0
1390,2024-01-10 23:30:00,L48569,10,0.2,49,1
1391,2024-01-10 23:40:00,L48570,10,0.2,48,0
1392,2024-01-10 23:50:00,L48571,10,0.2,4,0
1393,2024-01-11 00:00:00,M16252,10,0.2,45,0
1394,2024-01-11 00:10:00,L48573,10,0.2,50,0
1395,2024-01-11 00:20:00,L48574,10,0.2,48,2
1396,2024-01-11 00:30:00,L48575,10,0.2,50,2
1397,2024-01-11 00:40:00,L48576,10,0.2,46,2
1398,2024-01-11 00:50:00,L48577,10,0.2,47,2
1399,2024-01-11 01:00:00,L48578,10,0.2,48,1
1400,2024-01-11 01:10:00,L48579,10,0.2,48,1
1401,2024-01-11 01:20:00,H30814,10,0.2,50,2
1402,2024-01-11 01:30:00,H30815,10,0.2,45,2
1403,2024-01-11 01:40:00,M16262,10,0.2,46,2
1404,2024-01-11 01:50:00,L48583,10,0.2,50,0
1405,2024-01-11 02:00:00,M16264,10,0.2,48,1
1406,2024-01-11 02:10:00,L48585,10,0.2,47,1
1407,2024-01-11 02:20:00,L48586,10,0.2,48,0
1408,2024-01-11 02:30:00,L48587,10,0.2,49,0
1409,2024-01-11 02:40:00,L48588,10,0.2,47,0
1410,2024-01-11 02:50:00,L48589,10,0.2,47,1
1411,2024-01-11 03:00:00,M16270,10,0.2,48,0
1412,2024-01-11 03:10:00,L48591,10,0.2,45,0
1413,2024-01-11 03:20:00,M16272,10,0.2,47,0
1414,2024-01-11 03:30:00,M16273,10,0.2,49,2
1415,2024-01-11 03:40:00,M16274,10,0.2,50,0
1416,2024-01-11 03:50:00,L48595,10,0.2,45,2
1417,2024-01-11 04:00:00,M16276,10,0.2,45,1
1418,2024-01-11 04:10:00,L48597,10,0.2,45,1
1419,2024-01-11 04:20:00,L48598,10,0.2,47,1
1420,2024-01-11 04:30:00,L48599,10,0.2,8,2
1421,2024-01-11 04:40:00,M16280,10,0.2,48,0
1422,2024-01-11 04:50:00,L48601,10,0.2,45,1
1423,2024-01-11 05:00:00,L48602,10,0.2,49,0
1424,2024-01-11 05:10:00,L48603,10,0.2,46,2
1425,2024-01-11 05:20:00,L48604,10,0.2,49,1
1426,2024-01-11 05:30:00,L48605,10,0.2,47,0
1427,2024-01-11 05:40:00,M16286,10,0.2,45,0
1428,2024-01-11 05:50:00,L48607,10,0.2,45,1
1429,2024-01-11 06:00:00,L48608,10,0.2,48,0
1430,2024-01-11 06:10:00,M16289,10,0.2,50,2
1431,2024-01-11 06:20:00,L48610,10,0.2,45,1
1432,2024-01-11 06:30:00,M16291,10,0.2,49,1
1433,2024-01-11 06:40:00,L48612,10,0.2,47,1
1434,2024-01-11 06:50:00,L48613,10,0.2,46,1
1435,2024-01-11 07:00:00,M16294,10,0.2,45,2
1436,2024-01-11 07:10:00,H30849,10,0.2,46,2
1437,2024-01-11 07:20:00,H30850,10,0.2,45,0
1438,2024-01-11 07:30:00,H30851,10,0.2,0,0
1439,2024-01-11 07:40:00,L48618,10,0.2,50,0
1440,2024-01-11 07:50:00,M16299,10,0.2,49,0
1441,2024-01-11 08:00:00,M16300,10,0.2,47,1
1442,2024-01-11 08:10:00,L48621,10,0.2,46,0
1443,2024-01-11 08:20:00,M16302,10,0.2,45,1
1444,2024-01-11 08:30:00,L48623,10,0.2,46,0
1445,2024-01-11 08:40:00,L48624,10,0.2,49,2
1446,2024-01-11 08:50:00,L48625,10,0.2,47,1
1447,2024-01-11 09:00:00,M16306,10,0.2,46,0
1448,2024-01-11 09:10:00,M16307,10,0.2,46,2
1449,2024-01-11 09:20:00,M16308,10,0.2,49,2
1450,2024-01-11 09:30:00,H30863,10,0.2,45,1
1451,2024-01-11 09:40:00,M16310,10,0.2,46,1
1452,2024-01-11 09:50:00,L48631,10,0.2,49,1
1453,2024-01-11 10:00:00,L48632,10,0.2,45,0
1454,2024-01-11 10:10:00,L48633,10,0.2,50,1
1455,2024-01-11 10:20:00,L48634,10,0.2,45,2
1456,2024-01-11 10:30:00,L48635,10,0.2,50,2
1457,2024-01-11 10:40:00,L48636,10,0.2,47,1
1458,2024-01-11 10:50:00,L48637,10,0.2,49,1
1459,2024-01-11 11:00:00,L48638,10,0.2,45,2
1460,2024-01-11 11:10:00,L48639,10,0.2,50,0
1461,2024-01-11 11:20:00,L48640,10,0.2,50,2
1462,2024-01-11 11:30:00,L48641,10,0.2,47,2
1463,2024-01-11 11:40:00,L48642,10,0.2,48,2
1464,2024-01-11 11:50:00,L48643,10,0.2,49,1
1465,2024-01-11 12:00:00,L48644,10,0.2,48,0
1466,2024-01-11 12:10:00,L48645,10,0.2,45,0
1467,2024-01-11 12:20:00,L48646,10,0.2,49,1
1468,2024-01-11 12:30:00,L48647,10,0.2,47,2
1469,2024-01-11 12:40:00,M16328,10,0.2,45,1
1470,2024-01-11 12:50:00,L48649,10,0.2,49,1
1471,2024-01-11 13:00:00,L48650,10,0.2,49,0
1472,2024-01-11 13:10:00,L48651,10,0.2,48,0
1473,2024-01-11 13:20:00,M16332,10,0.2,45,1
1474,2024-01-11 13:30:00,M16333,10,0.2,47,1
1475,2024-01-11 13:40:00,M16334,10,0.2,47,0
1476,2024-01-11 13:50:00,M16335,10,0.2,45,0
1477,2024-01-11 14:00:00,L48656,10,0.2,45,2
1478,2024-01-11 14:10:00,L48657,10,0.2,50,1
1479,2024-01-11 14:20:00,L48658,10,0.2,46,2
1480,2024-01-11 14:30:00,L48659,10,0.2,48,2
1481,2024-01-11 14:40:00,M16340,10,0.2,45,2
1482,2024-01-11 14:50:00,M16341,10,0.2,45,0
1483,2024-01-11 15:00:00,M16342,10,0.2,46,2
1484,2024-01-11 15:10:00,L48663,10,0.2,46,0
1485,2024-01-11 15:20:00,M16344,10,0.2,49,0
1486,2024-01-11 15:30:00,M16345,10,0.2,47,0
1487,2024-01-11 15:40:00,M16346,10,0.2,48,1
1488,2024-01-11 15:50:00,L48667,10,0.2,49,2
1489,2024-01-11 16:00:00,L48668,10,0.2,45,0
1490,2024-01-11 16:10:00,M16349,10,0.2,46,1
1491,2024-01-11 16:20:00,L48670,10,0.2,50,1
1492,2024-01-11 16:30:00,M16351,10,0.2,47,1
1493,2024-01-11 16:40:00,M16352,10,0.2,9,0
1494,2024-01-11 16:50:00,L48673,10,0.2,50,0
1495,2024-01-11 17:00:00,M16354,10,0.2,47,0
1496,2024-01-11 17:10:00,H30909,10,0.2,50,1
1497,2024-01-11 17:20:00,L48676,10,0.2,2,0
1498,2024-01-11 17:30:00,L48677,10,0.2,49,2
1499,2024-01-11 17:40:00,L48678,10,0.2,49,0
1500,2024-01-11 17:50:00,M16359,10,0.2,47,0
1501,2024-01-11 18:00:00,M16360,10,0.2,50,2
1502,2024-01-11 18:10:00,M16361,10,0.2,46,0
1503,2024-01-11 18:20:00,L48682,10,0.2,45,0
1504,2024-01-11 18:30:00,L48683,10,0.2,49,0
1505,2024-01-11 18:40:00,L48684,10,0.2,45,0
1506,2024-01-11 18:50:00,L48685,10,0.2,46,1
1507,2024-01-11 19:00:00,L48686,10,0.2,49,0
1508,2024-01-11 19:10:00,M16367,10,0.2,49,2
1509,2024-01-11 19:20:00,M16368,10,0.2,50,2
1510,2024-01-11 19:30:00,L48689,10,0.2,1,1
1511,2024-01-11 19:40:00,M16370,10,0.2,50,0
1512,2024-01-11 19:50:00,L48691,10,0.2,48,2
1513,2024-01-11 20:00:00,H30926,10,0.2,45,1
1514,2024-01-11 20:10:00,L48693,10,0.2,45,0
1515,2024-01-11 20:20:00,M16374,10,0.2,48,1
1516,2024-01-11 20:30:00,M16375,10,0.2,46,0
1517,2024-01-11 20:40:00,L48696,10,0.2,46,1
1518,2024-01-11 20:50:00,M16377,10,0.2,49,1
1519,2024-01-11 21:00:00,H30932,10,0.2,47,2
1520,2024-01-11 21:10:00,M16379,10,0.2,50,2
1521,2024-01-11 21:20:00,L48700,10,0.2,47,1
1522,2024-01-11 21:30:00,M16381,10,0.2,49,0
1523,2024-01-11 21:40:00,H30936,10,0.2,47,0
1524,2024-01-11 21:50:00,L48703,10,0.2,45,0
1525,2024-01-11 22:00:00,L48704,10,0.2,45,0
1526,2024-01-11 22:10:00,L48705,10,0.2,48,0
1527,2024-01-11 22:20:00,L48706,10,0.2,48,2
1528,2024-01-11 22:30:00,H30941,10,0.2,49,1
1529,2024-01-11 22:40:00,L48708,10,0.2,49,2
1530,2024-01-11 22:50:00,L48709,10,0.2,49,0
1531,2024-01-11 23:00:00,L48710,10,0.2,45,1
1532,2024-01-11 23:10:00,H30945,10,0.2,47,0
1533,2024-01-11 23:20:00,M16392,10,0.2,50,0
1534,2024-01-11 23:30:00,M16393,10,0.2,49,1
1535,2024-01-11 23:40:00,L48714,10,0.2,49,0
1536,2024-01-11 23:50:00,L48715,10,0.2,45,2
1537,2024-01-12 00:00:00,M16396,10,0.2,50,2
1538,2024-01-12 00:10:00,M16397,10,0.2,45,2
1539,2024-01-12 00:20:00,L48718,10,0.2,50,0
1540,2024-01-12 00:30:00,M16399,10,0.2,45,2
1541,2024-01-12 00:40:00,M16400,10,0.2,47,0
1542,2024-01-12 00:50:00,L48721,10,0.2,49,0
1543,2024-01-12 01:00:00,L48722,10,0.2,46,2
1544,2024-01-12 01:10:00,L48723,10,0.2,46,2
1545,2024-01-12 01:20:00,L48724,10,0.2,49,0
1546,2024-01-12 01:30:00,M16405,10,0.2,49,0
1547,2024-01-12 01:40:00,L48726,10,0.2,49,0
1548,2024-01-12 01:50:00,L48727,10,0.2,49,0
1549,2024-01-12 02:00:00,M16408,10,0.2,50,2
1550,2024-01-12 02:10:00,L48729,10,0.2,47,0
1551,2024-01-12 02:20:00,L48730,10,0.2,46,0
1552,2024-01-12 02:30:00,L48731,10,0.2,48,0
1553,2024-01-12 02:40:00,L48732,10,0.2,46,0
1554,2024-01-12 02:50:00,L48733,10,0.2,46,0
1555,2024-01-12 03:00:00,M16414,10,0.2,45,1
1556,2024-01-12 03:10:00,L48735,10,0.2,49,1
1557,2024-01-12 03:20:00,H30970,10,0.2,49,1
1558,2024-01-12 03:30:00,L48737,10,0.2,49,2
1559,2024-01-12 03:40:00,M16418,10,0.2,45,0
1560,2024-01-12 03:50:00,L48739,10,0.2,47,2
1561,2024-01-12 04:00:00,M16420,10,0.2,47,0
1562,2024-01-12 04:10:00,L48741,10,0.2,48,1
1563,2024-01-12 04:20:00,L48742,10,0.2,47,0
1564,2024-01-12 04:30:00,L48743,10,0.2,47,2
1565,2024-01-12 04:40:00,M16424,10,0.2,49,2
1566,2024-01-12 04:50:00,L48745,10,0.2,50,0
1567,2024-01-12 05:00:00,M16426,10,0.2,46,2
1568,2024-01-12 05:10:00,L48747,10,0.2,47,1
1569,2024-01-12 05:20:00,L48748,10,0.2,47,0
1570,2024-01-12 05:30:00,M16429,10,0.2,45,1
1571,2024-01-12 05:40:00,L48750,10,0.2,48,1
1572,2024-01-12 05:50:00,L48751,10,0.2,50,2
1573,2024-01-12 06:00:00,L48752,10,0.2,45,0
1574,2024-01-12 06:10:00,L48753,10,0.2,49,1
1575,2024-01-12 06:20:00,L48754,10,0.2,46,1
1576,2024-01-12 06:30:00,L48755,10,0.2,48,0
1577,2024-01-12 06:40:00,L48756,10,0.2,45,2
1578,2024-01-12 06:50:00,L48757,10,0.2,47,1
1579,2024-01-12 07:00:00,L48758,10,0.2,47,0
1580,2024-01-12 07:10:00,L48759,10,0.2,48,0
1581,2024-01-12 07:20:00,M16440,10,0.2,47,1
1582,2024-01-12 07:30:00,M16441,10,0.2,45,1
1583,2024-01-12 07:40:00,H30996,10,0.2,45,1
1584,2024-01-12 07:50:00,L48763,10,0.2,5,2
1585,2024-01-12 08:00:00,M16444,10,0.2,47,2
1586,2024-01-12 08:10:00,L48765,10,0.2,49,0
1587,2024-01-12 08:20:00,M16446,10,0.2,46,0
1588,2024-01-12 08:30:00,M16447,10,0.2,48,1
1589,2024-01-12 08:40:00,L48768,10,0.2,45,0
1590,2024-01-12 08:50:00,M16449,10,0.2,48,2
1591,2024-01-12 09:00:00,L48770,10,0.2,49,0
1592,2024-01-12 09:10:00,L48771,10,0.2,45,0
1593,2024-01-12 09:20:00,L48772,10,0.2,49,1
1594,2024-01-12 09:30:00,L48773,10,0.2,49,1
1595,2024-01-12 09:40:00,M16454,10,0.2,50,2
1596,2024-01-12 09:50:00,L48775,10,0.2,3,0
1597,2024-01-12 10:00:00,L48776,10,0.2,50,0
1598,2024-01-12 10:10:00,L48777,10,0.2,48,0
1599,2024-01-12 10:20:00,L48778,10,0.2,48,1
1600,2024-01-12 10:30:00,L48779,10,0.2,47,2
1601,2024-01-12 10:40:00,M16460,10,0.2,50,0
1602,2024-01-12 10:50:00,L48781,10,0.2,48,0
1603,2024-01-12 11:00:00,H31016,10,0.2,50,0
1604,2024-01-12 11:10:00,M16463,10,0.2,47,0
1605,2024-01-12 11:20:00,L48784,10,0.2,45,2
1606,2024-01-12 11:30:00,L48785,10,0.2,49,2
1607,2024-01-12 11:40:00,L48786,10,0.2,49,2
1608,2024-01-12 11:50:00,L48787,10,0.2,50,1
1609,2024-01-12 12:00:00,L48788,10,0.2,48,0
1610,2024-01-12 12:10:00,L48789,10,0.2,50,0
1611,2024-01-12 12:20:00,L48790,10,0.2,50,0
1612,2024-01-12 12:30:00,M16471,10,0.2,46,0
1613,2024-01-12 12:40:00,M16472,10,0.2,49,2
1614,2024-01-12 12:50:00,L48793,10,0.2,47,1
1615,2024-01-12 13:00:00,M16474,10,0.2,50,1
1616,2024-01-12 13:10:00,L48795,10,0.2,46,0
1617,2024-01-12 13:20:00,H31030,10,0.2,46,2
1618,2024-01-12 13:30:00,L48797,10,0.2,49,1
1619,2024-01-12 13:40:00,L48798,10,0.2,49,1
1620,2024-01-12 13:50:00,L48799,10,0.2,49,0
1621,2024-01-12 14:00:00,L48800,10,0.2,47,1
1622,2024-01-12 14:10:00,L48801,10,0.2,46,0
1623,2024-01-12 14:20:00,H31036,10,0.2,48,2
1624,2024-01-12 14:30:00,L48803,10,0.2,47,0
1625,2024-01-12 14:40:00,M16484,10,0.2,45,1
1626,2024-01-12 14:50:00,L48805,10,0.2,50,0
1627,2024-01-12 15:00:00,M16486,10,0.2,49,0
1628,2024-01-12 15:10:00,L48807,10,0.2,46,0
1629,2024-01-12 15:20:00,L48808,10,0.2,50,0
1630,2024-01-12 15:30:00,M16489,10,0.2,47,0
1631,2024-01-12 15:40:00,L48810,10,0.2,45,0
1632,2024-01-12 15:50:00,L48811,10,0.2,47,1
1633,2024-01-12 16:00:00,L48812,10,0.2,47,0
1634,2024-01-12 16:10:00,L48813,10,0.2,48,1
1635,2024-01-12 16:20:00,H31048,10,0.2,50,0
1636,2024-01-12 16:30:00,L48815,10,0.2,48,2
1637,2024-01-12 16:40:00,L48816,10,0.2,47,0
1638,2024-01-12 16:50:00,L48817,10,0.2,45,1
1639,2024-01-12 17:00:00,L48818,10,0.2,46,1
1640,2024-01-12 17:10:00,M16499,10,0.2,46,2
1641,2024-01-12 17:20:00,L48820,10,0.2,50,0
1642,2024-01-12 17:30:00,M16501,10,0.2,49,2
1643,2024-01-12 17:40:00,H31056,10,0.2,49,0
1644,2024-01-12 17:50:00,L48823,10,0.2,46,0
1645,2024-01-12 18:00:00,L48824,10,0.2,47,1
1646,2024-01-12 18:10:00,L48825,10,0.2,47,2
1647,2024-01-12 18:20:00,M16506,10,0.2,48,2
1648,2024-01-12 18:30:00,L48827,10,0.2,50,1
1649,2024-01-12 18:40:00,L48828,10,0.2,48,1
1650,2024-01-12 18:50:00,H31063,10,0.2,49,2
1651,2024-01-12 19:00:00,M16510,10,0.2,46,1
1652,2024-01-12 19:10:00,L48831,10,0.2,47,0
1653,2024-01-12 19:20:00,H31066,10,0.2,46,2
1654,2024-01-12 19:30:00,L48833,10,0.2,45,2
1655,2024-01-12 19:40:00,L48834,10,0.2,46,1
1656,2024-01-12 19:50:00,M16515,10,0.2,45,0
1657,2024-01-12 20:00:00,L48836,10,0.2,48,2
1658,2024-01-12 20:10:00,M16517,10,0.2,48,2
1659,2024-01-12 20:20:00,H31072,10,0.2,49,0
1660,2024-01-12 20:30:00,L48839,10,0.2,46,1
1661,2024-01-12 20:40:00,L48840,10,0.2,46,1
1662,2024-01-12 20:50:00,M16521,10,0.2,45,1
1663,2024-01-12 21:00:00,H31076,10,0.2,48,1
1664,2024-01-12 21:10:00,M16523,10,0.2,45,0
1665,2024-01-12 21:20:00,L48844,10,0.2,48,0
1666,2024-01-12 21:30:00,H31079,10,0.2,45,2
1667,2024-01-12 21:40:00,L48846,10,0.2,48,2
1668,2024-01-12 21:50:00,L48847,10,0.2,45,0
1669,2024-01-12 22:00:00,L48848,10,0.2,48,2
1670,2024-01-12 22:10:00,L48849,10,0.2,50,0
1671,2024-01-12 22:20:00,L48850,10,0.2,45,1
1672,2024-01-12 22:30:00,L48851,10,0.2,46,0
1673,2024-01-12 22:40:00,L48852,10,0.2,49,0
1674,2024-01-12 22:50:00,M16533,10,0.2,50,2
1675,2024-01-12 23:00:00,L48854,10,0.2,50,0
1676,2024-01-12 23:10:00,L48855,10,0.2,45,1
1677,2024-01-12 23:20:00,H31090,10,0.2,49,1
1678,2024-01-12 23:30:00,M16537,10,0.2,46,2
1679,2024-01-12 23:40:00,L48858,10,0.2,50,2
1680,2024-01-12 23:50:00,L48859,10,0.2,46,0
1681,2024-01-13 00:00:00,M16540,10,0.2,48,2
1682,2024-01-13 00:10:00,M16541,10,0.2,49,1
1683,2024-01-13 00:20:00,H31096,10,0.2,1,2
1684,2024-01-13 00:30:00,M16543,10,0.2,48,2
1685,2024-01-13 00:40:00,L48864,10,0.2,49,1
1686,2024-01-13 00:50:00,L48865,10,0.2,45,0
1687,2024-01-13 01:00:00,H31100,10,0.2,45,0
1688,2024-01-13 01:10:00,L48867,10,0.2,46,2
1689,2024-01-13 01:20:00,L48868,10,0.2,50,1
1690,2024-01-13 01:30:00,L48869,10,0.2,47,1
1691,2024-01-13 01:40:00,M16550,10,0.2,45,1
1692,2024-01-13 01:50:00,L48871,10,0.2,49,0
1693,2024-01-13 02:00:00,M16552,10,0.2,50,1
1694,2024-01-13 02:10:00,H31107,10,0.2,50,1
1695,2024-01-13 02:20:00,L48874,10,0.2,49,0
1696,2024-01-13 02:30:00,L48875,10,0.2,50,1
1697,2024-01-13 02:40:00,L48876,10,0.2,45,0
1698,2024-01-13 02:50:00,M16557,10,0.2,49,2
1699,2024-01-13 03:00:00,L48878,10,0.2,49,2
1700,2024-01-13 03:10:00,L48879,10,0.2,46,2
1701,2024-01-13 03:20:00,M16560,10,0.2,47,2
1702,2024-01-13 03:30:00,L48881,10,0.2,46,2
1703,2024-01-13 03:40:00,L48882,10,0.2,47,0
1704,2024-01-13 03:50:00,M16563,10,0.2,49,0
1705,2024-01-13 04:00:00,M16564,10,0.2,50,0
1706,2024-01-13 04:10:00,M16565,10,0.2,47,1
1707,2024-01-13 04:20:00,L48886,10,0.2,49,2
1708,2024-01-13 04:30:00,L48887,10,0.2,49,1
1709,2024-01-13 04:40:00,L48888,10,0.2,46,1
1710,2024-01-13 04:50:00,L48889,10,0.2,46,1
1711,2024-01-13 05:00:00,L48890,10,0.2,50,2
1712,2024-01-13 05:10:00,L48891,10,0.2,48,1
1713,2024-01-13 05:20:00,L48892,10,0.2,45,2
1714,2024-01-13 05:30:00,L48893,10,0.2,48,2
1715,2024-01-13 05:40:00,L48894,10,0.2,48,2
1716,2024-01-13 05:50:00,L48895,10,0.2,50,1
1717,2024-01-13 06:00:00,L48896,10,0.2,47,2
1718,2024-01-13 06:10:00,L48897,10,0.2,50,2
1719,2024-01-13 06:20:00,M16578,10,0.2,50,0
1720,2024-01-13 06:30:00,L48899,10,0.2,49,1
1721,2024-01-13 06:40:00,L48900,10,0.2,49,0
1722,2024-01-13 06:50:00,L48901,10,0.2,49,0
1723,2024-01-13 07:00:00,M16582,10,0.2,45,1
1724,2024-01-13 07:10:00,L48903,10,0.2,47,0
1725,2024-01-13 07:20:00,M16584,10,0.2,47,2
1726,2024-01-13 07:30:00,M16585,10,0.2,49,0
1727,2024-01-13 07:40:00,L48906,10,0.2,48,0
1728,2024-01-13 07:50:00,M16587,10,0.2,45,2
1729,2024-01-13 08:00:00,L48908,10,0.2,48,0
1730,2024-01-13 08:10:00,M16589,10,0.2,46,2
1731,2024-01-13 08:20:00,M16590,10,0.2,47,1
1732,2024-01-13 08:30:00,M16591,10,0.2,47,0
1733,2024-01-13 08:40:00,H31146,10,0.2,48,1
1734,2024-01-13 08:50:00,L48913,10,0.2,45,0
1735,2024-01-13 09:00:00,M16594,10,0.2,47,2
1736,2024-01-13 09:10:00,L48915,10,0.2,48,0
1737,2024-01-13 09:20:00,L48916,10,0.2,50,1
1738,2024-01-13 09:30:00,L48917,10,0.2,50,2
1739,2024-01-13 09:40:00,H31152,10,0.2,45,2
1740,2024-01-13 09:50:00,H31153,10,0.2,48,1
1741,2024-01-13 10:00:00,M16600,10,0.2,50,1
1742,2024-01-13 10:10:00,M16601,10,0.2,45,0
1743,2024-01-13 10:20:00,L48922,10,0.2,49,0
1744,2024-01-13 10:30:00,M16603,10,0.2,45,2
1745,2024-01-13 10:40:00,M16604,10,0.2,46,1
1746,2024-01-13 10:50:00,L48925,10,0.2,49,1
1747,2024-01-13 11:00:00,L48926,10,0.2,48,0
1748,2024-01-13 11:10:00,L48927,10,0.2,49,0
1749,2024-01-13 11:20:00,H31162,10,0.2,49,2
1750,2024-01-13 11:30:00,L48929,10,0.2,48,1
1751,2024-01-13 11:40:00,M16610,10,0.2,48,1
1752,2024-01-13 11:50:00,L48931,10,0.2,50,1
1753,2024-01-13 12:00:00,L48932,10,0.2,46,1
1754,2024-01-13 12:10:00,L48933,10,0.2,48,0
1755,2024-01-13 12:20:00,M16614,10,0.2,47,0
1756,2024-01-13 12:30:00,L48935,10,0.2,47,0
1757,2024-01-13 12:40:00,M16616,10,0.2,46,2
1758,2024-01-13 12:50:00,M16617,10,0.2,45,1
1759,2024-01-13 13:00:00,L48938,10,0.2,45,0
1760,2024-01-13 13:10:00,H31173,10,0.2,47,1
1761,2024-01-13 13:20:00,L48940,10,0.2,48,0
1762,2024-01-13 13:30:00,L48941,10,0.2,46,2
1763,2024-01-13 13:40:00,H31176,10,0.2,45,0
1764,2024-01-13 13:50:00,L48943,10,0.2,7,2
1765,2024-01-13 14:00:00,H31178,10,0.2,49,1
1766,2024-01-13 14:10:00,L48945,10,0.2,47,0
1767,2024-01-13 14:20:00,M16626,10,0.2,48,0
1768,2024-01-13 14:30:00,M16627,10,0.2,46,0
1769,2024-01-13 14:40:00,M16628,10,0.2,45,1
1770,2024-01-13 14:50:00,L48949,10,0.2,49,2
1771,2024-01-13 15:00:00,H31184,10,0.2,47,2
1772,2024-01-13 15:10:00,L48951,10,0.2,47,0
1773,2024-01-13 15:20:00,L48952,10,0.2,46,1
1774,2024-01-13 15:30:00,L48953,10,0.2,45,2
1775,2024-01-13 15:40:00,M16634,10,0.2,46,2
1776,2024-01-13 15:50:00,L48955,10,0.2,46,2
1777,2024-01-13 16:00:00,L48956,10,0.2,50,2
1778,2024-01-13 16:10:00,H31191,10,0.2,49,2
1779,2024-01-13 16:20:00,L48958,10,0.2,47,0
1780,2024-01-13 16:30:00,M16639,10,0.2,50,0
1781,2024-01-13 16:40:00,L48960,10,0.2,48,0
1782,2024-01-13 16:50:00,L48961,10,0.2,47,2
1783,2024-01-13 17:00:00,L48962,10,0.2,47,2
1784,2024-01-13 17:10:00,H31197,10,0.2,49,2
1785,2024-01-13 17:20:00,L48964,10,0.2,1,0
1786,2024-01-13 17:30:00,L48965,10,0.2,45,2
1787,2024-01-13 17:40:00,L48966,10,0.2,48,0
1788,2024-01-13 17:50:00,L48967,10,0.2,45,2
1789,2024-01-13 18:00:00,L48968,10,0.2,48,0
1790,2024-01-13 18:10:00,L48969,10,0.2,0,0
